2571136083.232381,192615593.16090477,85230190.21428572,152,"set(['23994', '26948', '16474', '27888', '27880', '27740', '29192', '16277', '5079', '22885', '15286', '15282', '14982', '14984', '27686', '28053', '6472', '103147', '27767', '27416', '25772', '12177', '15548', '16281', '16282', '15394', '26837', '21670', '26770', '15359', '16571', '13603', '103201', '28025', '14998', '27939', '21665', '26413', '5423', '26928', '15349', '25680', '23572', '17413', '26600', '13616', '15820', '26397', '11761', '27784', '14828', '16894', '15880', '16122', '17429', '103111', '16249', '103114', '21516', '16009', '27399', '5577', '26307', '28086', '28328', '103144', '34991', '103194', '25709', '16336', '11946', '15084', '9531', '103101', '6631', '15556', '16437', '46943', '9879', '15644', '27648', '27456', '26332', '25982', '27321', '27327', '27325', '11624', '103183', '26037', '103187', '16533', '16108', '8666', '21950', '15729', '26871', '16107', '103138', '15017', '103136', '27329', '27963', '103133', '23924', '8595', '28302', '25990', '6460', '15497', '15492', '6054', '16033', '26960', '16059', '22112', '16629', '26805', '26291', '27972', '27474', '5195', '14881', '27479', '5190', '27226', '14805', '28077', '26055', '14860', '103098', '21710', '16448', '22066', '16442', '6630', '27947', '26890', '11164', '6461', '16159', '26456', '6336', '16299', '28112'])"
2,0,0,3,3
2650269145.2442856,172508344.07276192,133298475.5,153,"set(['23994', '26948', '16474', '27888', '27880', '27740', '29192', '16277', '5079', '15286', '15282', '14982', '14984', '27686', '28053', '6472', '103147', '27767', '27416', '25772', '12177', '15548', '16281', '16282', '15394', '26837', '21670', '26770', '15359', '16571', '13603', '14991', '28025', '14998', '27939', '21665', '26413', '5499', '26928', '15349', '25680', '23572', '17413', '5415', '26600', '13616', '15820', '26397', '11761', '27784', '14828', '16894', '15880', '16122', '17429', '103111', '16249', '103114', '21516', '16009', '27399', '5577', '22885', '28086', '28328', '103144', '34991', '103194', '25709', '16336', '11946', '15084', '9531', '103101', '6631', '15556', '16437', '46943', '9879', '15644', '27648', '27456', '26332', '25982', '27321', '27327', '27325', '11624', '103183', '26037', '103187', '16533', '16108', '8666', '21950', '15729', '26871', '103201', '16107', '103138', '15017', '103136', '27329', '27963', '103133', '23924', '8595', '28302', '25990', '6460', '15497', '15492', '26307', '6054', '16033', '26960', '16059', '22112', '16629', '26805', '26291', '27972', '27474', '5195', '14881', '27479', '5190', '27226', '14805', '28077', '26055', '14860', '103098', '21710', '16448', '22066', '16442', '6630', '27947', '5423', '26890', '11164', '6461', '16159', '26456', '6336', '16299', '28112'])"
2,0,0,3,4
2958060038.389524,295170834.0895238,180674677.35714287,156,"set(['23994', '26948', '16474', '27888', '16470', '27880', '27740', '29192', '16277', '5079', '15286', '15282', '14982', '14984', '27686', '28053', '6472', '103147', '27767', '27416', '25772', '12177', '15548', '16281', '16282', '15394', '26837', '21670', '26770', '27074', '15359', '16571', '13603', '14991', '28025', '14998', '27939', '21665', '26413', '5499', '26928', '15349', '25680', '23572', '17413', '5415', '26600', '13616', '15820', '26397', '11761', '27784', '15522', '16894', '15880', '16122', '17429', '103111', '16249', '103114', '21516', '16009', '27399', '5577', '22885', '28086', '28328', '103144', '34991', '103194', '25709', '16336', '11946', '15084', '113022', '9531', '103101', '6631', '15556', '16437', '46943', '9879', '15644', '27648', '27456', '26332', '25982', '27321', '27327', '27325', '11624', '14828', '103183', '26037', '27125', '103187', '16533', '16108', '8666', '21950', '15729', '26871', '103201', '16107', '103138', '15017', '103136', '27329', '27963', '103133', '23924', '8595', '28302', '25990', '6460', '15497', '15492', '26307', '6054', '16033', '26960', '16059', '22112', '16629', '26805', '26291', '27972', '27474', '5195', '14881', '27479', '5190', '27226', '14805', '28077', '26055', '14860', '103098', '21710', '16448', '22066', '16442', '6630', '27947', '5423', '26890', '11164', '6461', '16159', '26456', '6336', '16299', '28112'])"
2,0,0,4,1
3003692667.013334,293673044.60142857,350315545.3452381,156,"set(['23994', '26948', '16474', '27888', '16470', '27880', '27740', '29192', '16277', '5079', '15286', '15282', '14982', '14984', '27686', '28053', '6472', '103147', '27767', '27416', '25772', '12177', '15548', '16281', '16282', '15394', '26837', '21670', '26770', '27074', '15359', '16571', '13603', '14991', '28025', '14998', '27939', '21665', '26413', '5499', '26928', '15349', '25680', '23572', '17413', '5415', '26600', '13616', '26016', '15820', '26397', '11761', '27784', '15522', '16894', '15880', '16122', '17429', '103111', '16249', '103114', '21516', '16009', '27399', '5577', '22885', '28086', '103198', '28328', '103144', '34991', '103194', '25709', '16336', '11946', '15084', '113022', '9531', '103101', '6631', '15556', '16437', '46943', '9879', '15644', '27648', '27456', '26332', '25982', '27321', '27327', '27325', '11624', '14828', '103183', '26037', '27125', '103187', '16533', '16108', '8666', '21950', '15729', '26871', '103201', '16107', '26877', '103138', '15017', '103136', '27329', '27963', '103133', '23924', '8595', '28302', '25990', '6460', '15497', '15492', '26307', '6054', '16033', '26960', '16059', '22112', '16629', '26805', '26291', '27972', '27474', '5195', '14881', '27479', '5190', '27226', '14805', '28077', '26055', '14860', '103098', '21710', '16448', '22066', '16442', '6630', '27947', '5423', '26890', '11164', '6461', '16159', '26456', '6336', '16299', '28112'])"
2,0,0,4,2
3154579551.146667,419620606.41333336,398623517.4166666,174,"set(['23994', '26948', '16474', '27888', '16470', '27880', '27740', '29192', '16277', '5079', '26473', '15287', '15286', '15282', '26016', '14982', '14984', '27686', '28053', '6472', '103147', '27767', '27416', '25772', '12177', '15548', '16281', '16282', '15394', '26837', '16009', '21670', '16266', '21516', '27074', '15359', '16571', '13603', '16336', '14991', '28025', '14998', '14828', '15859', '22564', '26770', '21665', '26413', '5499', '26928', '27843', '15349', '25680', '23572', '17413', '5415', '26600', '27648', '13616', '14927', '15820', '26397', '11761', '27784', '15522', '16894', '15880', '16122', '17429', '103111', '16249', '103114', '26140', '27507', '27399', '5577', '22885', '27657', '11759', '28086', '103198', '28328', '103144', '103212', '34991', '103194', '25709', '9539', '11946', '15084', '113022', '9531', '103101', '6631', '15556', '16437', '46943', '9879', '15644', '10022', '27456', '26332', '25982', '27321', '27327', '27325', '11624', '103181', '103183', '26037', '27125', '103187', '16533', '16108', '8666', '21950', '15729', '26871', '103201', '16107', '26877', '103138', '15017', '12187', '103136', '27329', '27963', '103133', '23924', '8595', '28302', '25990', '6460', '15497', '15492', '26307', '6054', '16033', '26960', '16059', '22112', '13185', '16629', '26805', '26291', '27972', '27474', '5195', '14881', '27479', '5190', '27226', '14805', '28077', '26055', '27939', '14860', '103098', '21710', '16448', '22066', '16442', '6630', '27947', '5423', '26890', '11164', '6461', '16159', '26456', '6336', '16299', '28112'])"
2,0,0,4,3
3330585932.273333,387252844.7533334,252818686.45,180,"set(['23994', '26948', '16474', '27888', '16470', '27880', '27740', '29192', '16277', '5079', '26473', '15287', '15286', '15282', '26016', '14982', '14984', '27686', '28053', '6472', '103147', '27767', '27416', '25772', '12177', '15548', '16281', '16282', '15394', '26837', '16009', '21670', '16266', '21516', '27074', '15359', '16571', '13603', '16336', '14991', '28025', '14995', '14998', '27784', '14828', '15859', '22564', '26770', '21665', '26413', '5499', '26928', '27843', '15349', '25680', '23572', '17413', '5415', '26600', '27648', '13616', '14927', '15820', '26397', '11761', '103207', '15522', '16894', '15880', '14823', '16122', '17429', '103111', '16249', '103114', '26140', '27507', '27399', '5577', '22885', '27657', '11759', '28086', '103198', '28328', '103144', '103218', '34991', '103194', '25709', '9539', '11946', '15084', '113022', '9531', '103101', '6631', '15556', '16437', '46943', '9879', '15644', '10022', '27456', '26332', '25982', '27321', '27327', '27325', '11624', '103181', '103183', '26037', '27125', '103187', '16533', '16108', '8666', '21950', '15729', '26871', '103201', '16107', '26877', '103138', '15017', '12187', '103136', '27329', '27963', '103133', '23924', '8595', '28302', '25990', '6460', '15497', '15492', '14810', '6054', '16033', '26960', '16059', '22112', '13185', '16629', '26805', '26291', '27972', '27474', '5195', '14881', '26454', '5190', '27226', '14805', '28077', '26055', '27939', '14860', '103098', '27890', '21710', '16448', '22066', '16442', '6630', '27947', '103212', '5423', '26890', '11164', '6461', '16159', '26456', '6336', '16299', '28112', '26307', '27479'])"
2,0,0,4,4
3792965065.24,410114434.18333334,386936854.35,186,"set(['23994', '26948', '16474', '27888', '16470', '27880', '27740', '29192', '16277', '5079', '26473', '15287', '15286', '15282', '26016', '14982', '14984', '27686', '28053', '6472', '103147', '27767', '27416', '25772', '12177', '15548', '16281', '16282', '15394', '28210', '26837', '16009', '21670', '16266', '21516', '27074', '15359', '16571', '13603', '16336', '14991', '28025', '14995', '14998', '27784', '28228', '14828', '15859', '22564', '26770', '21665', '26413', '5499', '26928', '27843', '15349', '25680', '23572', '17413', '5415', '26600', '27648', '13616', '28039', '14927', '15820', '26397', '11761', '103207', '15522', '16894', '15880', '14823', '16122', '17429', '103111', '16249', '103114', '26140', '27507', '27399', '5577', '22885', '27657', '11759', '15233', '28086', '103198', '28328', '103144', '103218', '34991', '103194', '25709', '9539', '11946', '15084', '113022', '9531', '103101', '6631', '15556', '16437', '46943', '9879', '15644', '10022', '103226', '27456', '26332', '25982', '27321', '27327', '27325', '11624', '103181', '103183', '26037', '27125', '103187', '16533', '16108', '8666', '21950', '15729', '26871', '103201', '16107', '26877', '103138', '15017', '12187', '103136', '27329', '27963', '103133', '23924', '8595', '28302', '25990', '6460', '15497', '15492', '14810', '6054', '16033', '25919', '26960', '16059', '22112', '13185', '16629', '26805', '26291', '27972', '27474', '5195', '14881', '27479', '5190', '27226', '14805', '28077', '26055', '27939', '14860', '103098', '27890', '21710', '16448', '22066', '16442', '6630', '27947', '103212', '5423', '26890', '11164', '6461', '16159', '26456', '6336', '16299', '28112', '26307', '26454'])"
2,0,0,5,1
3892297987.3999996,316935607.6833333,368524015.8,190,"set(['23994', '26948', '16474', '27888', '16470', '27880', '27740', '29192', '16277', '5079', '26473', '15287', '15286', '15282', '26016', '14982', '14984', '27686', '28053', '6472', '103147', '27767', '27416', '25772', '12177', '15548', '16281', '16282', '15394', '28210', '26837', '16009', '21670', '16266', '21516', '27074', '15359', '16571', '13603', '16336', '14991', '28025', '14995', '14998', '27784', '28228', '14828', '15859', '22564', '26770', '21665', '26413', '5499', '26928', '27843', '15349', '25680', '23572', '8547', '5415', '26600', '27648', '13616', '28039', '14927', '15820', '26397', '11761', '103207', '15522', '16894', '15880', '14823', '16122', '17429', '27711', '16249', '103114', '26140', '27507', '27399', '5577', '22885', '27657', '11759', '15233', '28086', '103198', '103111', '28328', '103144', '103218', '34991', '103194', '25709', '9539', '11946', '15084', '113022', '9531', '103101', '6631', '15556', '16437', '46943', '9879', '15644', '26433', '10022', '103226', '27456', '26332', '25982', '27321', '27327', '27325', '11624', '103181', '103183', '26037', '27125', '103187', '16533', '16108', '8666', '21950', '15729', '26871', '103201', '16107', '26877', '103138', '15017', '12187', '103136', '27329', '27963', '103133', '23924', '8595', '28302', '25990', '6460', '15497', '15492', '14810', '6054', '16033', '25919', '26960', '16059', '22112', '13185', '16629', '26805', '26291', '27972', '27474', '5195', '14881', '27479', '5190', '17413', '27226', '14805', '28077', '26055', '27939', '14860', '103098', '27890', '21710', '16448', '22066', '16442', '6630', '27947', '103212', '5423', '26890', '11164', '6461', '16159', '26456', '6336', '9884', '16299', '28112', '26307', '26454'])"
2,0,0,5,2
4253133467.9300003,348578715.7966667,420173333.2333333,212,"set(['23994', '26948', '16474', '27888', '16470', '27880', '27740', '29192', '16277', '5079', '26473', '15287', '15286', '15282', '26016', '14982', '14984', '27686', '28053', '26079', '103147', '27767', '27416', '8493', '12177', '15548', '16281', '16282', '8498', '28210', '26837', '16009', '21670', '16266', '21516', '52586', '15503', '15294', '27074', '15359', '16571', '13603', '16336', '14991', '28025', '14995', '14998', '27784', '15394', '28228', '14828', '15859', '15799', '22564', '26770', '21665', '26413', '5499', '26928', '27843', '15349', '25680', '23572', '8547', '5415', '26600', '27648', '13616', '28039', '15025', '14927', '15820', '26397', '11761', '103207', '15522', '16894', '15880', '14823', '16122', '17429', '27711', '16249', '103114', '23254', '26140', '27507', '27399', '5577', '22885', '27657', '11759', '15233', '28086', '103198', '103111', '14935', '28328', '6472', '103213', '103218', '34991', '103194', '25709', '8502', '9539', '11946', '15084', '26960', '9531', '103101', '6631', '15556', '16437', '46943', '9879', '15644', '26433', '10022', '25772', '103226', '27456', '103222', '27249', '25982', '27321', '27327', '27325', '11624', '103181', '103183', '26037', '27125', '103187', '16533', '16108', '8666', '21950', '15729', '26871', '103201', '16107', '26877', '113022', '103138', '15017', '12187', '103136', '27329', '27963', '103133', '23924', '8595', '28302', '15318', '25990', '6460', '15497', '15492', '14810', '6054', '8583', '16033', '25919', '16215', '16059', '22112', '26332', '13185', '16629', '26805', '26291', '27972', '27474', '5195', '14881', '27479', '5190', '17413', '27226', '14805', '27056', '28077', '26055', '27939', '14860', '103098', '27890', '21710', '16448', '22066', '15277', '16442', '6630', '27947', '103212', '5423', '26890', '11164', '6461', '16159', '26456', '11965', '6336', '9884', '103144', '16299', '28112', '26307', '26454'])"
2,0,0,5,3
