Report Whole Date,Report Date YYYY,Report Date Q,Quarter Year Code Report Date,Quarters Since Close,Years Since Fund Close to Report Date,Fund ID,FundName,Fund Type,investor name,Fund Close Date,Fund Close YYYY,Fund Close Q,Global Region,LP beid,LP Name,FundLPID,Remaining Value,Contributed,Distributed,Fund Initial Amount,Consistency,Comitted
9/30/2014,2014,3,20143,28,7,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,144089407,175579743,74561789,12589.52549,0.966666667,159613598
6/30/2014,2014,2,20142,27,7,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,165116704,174483573,58116737,12589.52549,0.966666667,159917685
3/31/2014,2014,1,20141,26,7,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,163453758,172340992,49257098,12589.52549,0.966666667,159976972
12/31/2013,2013,4,20134,25,6,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,158843416,171298544,49257098,12589.52549,0.966666667,159991249
9/30/2013,2013,3,20133,24,6,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,144614323,159095679,40251607,12589.52549,0.966666667,159976146
6/30/2013,2013,2,20132,23,6,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,127021373,159095679,40251607,12589.52549,0.966666667,159466904
3/31/2013,2013,1,20131,22,6,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,139631573,156682774,33457497,12589.52549,0.966666667,159291758
12/31/2012,2012,4,20124,21,5,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,136687230,156682774,33457497,12589.52549,0.966666667,159583920
9/30/2012,2012,3,20123,20,5,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,144725595,156682774,28558191,12589.52549,0.966666667,159367794
6/30/2012,2012,2,20122,19,5,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,137475983,152441172,28558191,12589.52549,0.966666667,159404077
3/31/2012,2012,1,20121,18,5,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,149101571,153184220,28000370,12589.52549,0.966666667,159957777
12/31/2011,2011,4,20114,17,4,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,126934110,142471819,25116196,12589.52549,0.966666667,159406115
9/30/2011,2011,3,20113,16,4,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,121257944,132979460,25116196,12589.52549,0.966666667,159897682
6/30/2011,2011,2,20112,15,4,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,128879655,127219914,22965104,12589.52549,0.966666667,162523419
3/31/2011,2011,1,20111,14,4,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,118900168,118868148,18961405,12589.52549,0.966666667,161482778
12/31/2010,2010,4,20104,13,3,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,110881242,113355761,15284798,12589.52549,0.966666667,158783837
9/30/2010,2010,3,20103,12,3,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,97715016,104261340,4712355,12589.52549,0.966666667,159993216
6/30/2010,2010,2,20102,11,3,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,78693661,98240400,4712355,12589.52549,0.966666667,152742728
3/31/2010,2010,1,20101,10,3,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,71052074,93327083,4712355,12589.52549,0.966666667,152742728
12/31/2009,2009,4,20094,9,2,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,64508156,77671558,0,12589.52549,0.966666667,152742728
9/30/2009,2009,3,20093,8,2,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,57863819,77671558,0,12589.52549,0.966666667,152742728
3/31/2009,2009,1,20091,6,2,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,42853649,71753600,0,12589.52549,0.966666667,152742728
12/31/2008,2008,4,20084,5,1,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,44983327,70971204,0,12589.52549,0.966666667,152742728
9/30/2008,2008,3,20083,4,1,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,54723340,66612129,0,12589.52549,0.966666667,152742728
6/30/2008,2008,2,20082,3,1,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,42452001,48356914,0,12589.52549,0.966666667,152742728
3/31/2008,2008,1,20081,2,1,10210,Apax Europe VII,Buyout,Apax Partners,7/17/2007,2007,3,Europe,17991,Washington State Investment Board,26358,45267116,43040878,0,12589.52549,0.966666667,152742728
3/31/2015,2015,1,20151,7,2,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17423,Florida State Board of Administration,54070,58344805,50999710,0,7500,1.857142857,157584000
12/31/2014,2014,4,20144,6,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17423,Florida State Board of Administration,54070,53357014,49559672,0,7500,1.857142857,157584000
9/30/2014,2014,3,20143,5,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17423,Florida State Board of Administration,54070,38386775,36322616,0,7500,1.857142857,157584000
6/30/2014,2014,2,20142,4,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17423,Florida State Board of Administration,54070,42223686,36322616,0,7500,1.857142857,157584000
3/31/2014,2014,1,20141,3,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17423,Florida State Board of Administration,54070,36959283,37943952,0,7500,1.857142857,157584000
12/31/2013,2013,4,20134,2,0,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17423,Florida State Board of Administration,54070,37763154,38480422,0,7500,1.857142857,157584000
9/30/2013,2013,3,20133,1,0,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17423,Florida State Board of Administration,54070,16138973,14655312,0,7500,1.857142857,157584000
6/30/2015,2015,2,20152,8,2,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17656,Minnesota State Board of Investment,59002,85049163,75727016,0,7500,1.125,200000000
3/31/2015,2015,1,20151,7,2,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17656,Minnesota State Board of Investment,59002,69546460,64727016,0,7500,1.125,200000000
12/31/2014,2014,4,20144,6,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17656,Minnesota State Board of Investment,59002,65519129,62899370,0,7500,1.125,200000000
9/30/2014,2014,3,20143,5,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17656,Minnesota State Board of Investment,59002,53588812,46099370,0,7500,1.125,200000000
6/30/2014,2014,2,20142,4,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17656,Minnesota State Board of Investment,59002,44849662,46099370,0,7500,1.125,200000000
3/31/2014,2014,1,20141,3,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17656,Minnesota State Board of Investment,59002,47258789,48157111,0,7500,1.125,200000000
12/31/2013,2013,4,20134,2,0,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17656,Minnesota State Board of Investment,59002,50720978,48837980,0,7500,1.125,200000000
9/30/2013,2013,3,20133,1,0,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17656,Minnesota State Board of Investment,59002,18554951,18600000,0,7500,1.125,200000000
3/31/2015,2015,1,20151,7,2,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17889,Teacher Retirement System of Texas,48948,74049149,68973145,4297811,7500,1,200000000
12/31/2014,2014,4,20144,6,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17889,Teacher Retirement System of Texas,48948,67718823,69480377,4297811,7500,1,200000000
9/30/2014,2014,3,20143,5,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17889,Teacher Retirement System of Texas,48948,48719129,52621380,4297811,7500,1,200000000
6/30/2014,2014,2,20142,4,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17889,Teacher Retirement System of Texas,48948,53588800,50345499,4297811,7500,1,200000000
3/31/2014,2014,1,20141,3,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17889,Teacher Retirement System of Texas,48948,46907404,49597181,1440070,7500,1,200000000
12/31/2013,2013,4,20134,2,0,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17889,Teacher Retirement System of Texas,48948,47939665,48837980,762020,7500,1,200000000
3/31/2015,2015,1,20151,7,2,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17991,Washington State Investment Board,46965,105340244,99728307,5500137,7500,2,255607158
12/31/2014,2014,4,20144,6,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17991,Washington State Investment Board,46965,96966959,97474939,5500137,7500,2,276164607
9/30/2014,2014,3,20143,5,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17991,Washington State Investment Board,46965,73073027,74243793,5500137,7500,2,284717713
6/30/2014,2014,2,20142,4,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17991,Washington State Investment Board,46965,79863965,74243793,5324142,7500,2,302802177
3/31/2014,2014,1,20141,3,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17991,Washington State Investment Board,46965,70166273,72887950,1138914,7500,2,304326319
12/31/2013,2013,4,20134,2,0,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17991,Washington State Investment Board,46965,71199638,73920739,1134651,7500,2,304267005
9/30/2013,2013,3,20133,1,0,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,17991,Washington State Investment Board,46965,31178058,28045882,0,7500,2,299707193
3/31/2015,2015,1,20151,7,2,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,485592,Kentucky Teachers' Retirement System,54336,13513097,12204936,769542,7500,1.857142857,35362458
12/31/2014,2014,4,20144,6,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,485592,Kentucky Teachers' Retirement System,54336,11973521,11881786,769542,7500,1.857142857,35362458
9/30/2014,2014,3,20143,5,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,485592,Kentucky Teachers' Retirement System,54336,8614141,8084802,769542,7500,1.857142857,35362458
6/30/2014,2014,2,20142,4,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,485592,Kentucky Teachers' Retirement System,54336,9475158,8911339,769542,7500,1.857142857,35362458
3/31/2014,2014,1,20141,3,1,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,485592,Kentucky Teachers' Retirement System,54336,8293807,8769890,255120,7500,1.857142857,35362458
12/31/2013,2013,4,20134,2,0,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,485592,Kentucky Teachers' Retirement System,54336,8476322,8769890,134734,7500,1.857142857,35362458
9/30/2013,2013,3,20133,1,0,37675,Apax VIII,Buyout,Apax Partners,6/21/2013,2013,2,Europe,485592,Kentucky Teachers' Retirement System,54336,3621648,3288709,0,7500,1.857142857,35362458
3/31/2015,2015,1,20151,5,2,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,17604,Louisiana State Employees Retirement System,52729,68701424,61016536,0,3900,2.4,100000000
12/31/2014,2014,4,20144,4,1,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,17604,Louisiana State Employees Retirement System,52729,67516504,60779821,0,3900,2.4,100000000
9/30/2014,2014,3,20143,3,1,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,17604,Louisiana State Employees Retirement System,52729,56877824,50654462,0,3900,2.4,100000000
6/30/2014,2014,2,20142,2,1,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,17604,Louisiana State Employees Retirement System,52729,59425392,55448415,0,3900,2.4,100000000
3/31/2014,2014,1,20141,1,1,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,17604,Louisiana State Employees Retirement System,52729,49891702,48192630,0,3900,2.4,100000000
12/31/2014,2014,4,20144,4,1,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,17890,Teachers' Retirement System of Louisiana,54115,32012332,43623260,12508779,3900,2.75,60502500
9/30/2014,2014,3,20143,3,1,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,17890,Teachers' Retirement System of Louisiana,54115,26791009,33912817,8607179,3900,2.75,63162500
6/30/2014,2014,2,20142,2,1,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,17890,Teachers' Retirement System of Louisiana,54115,28083119,32687144,6631149,3900,2.75,68457500
3/31/2014,2014,1,20141,1,1,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,17890,Teachers' Retirement System of Louisiana,54115,23551543,28851105,6150015,3900,2.75,68912500
3/31/2015,2015,1,20151,5,2,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,18012,State of Wisconsin Investment Board,55824,51700000,72800000,26500000,3900,2,75000000
12/31/2014,2014,4,20144,4,1,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,18012,State of Wisconsin Investment Board,55824,50800000,68700000,22700000,3900,2,75000000
9/30/2014,2014,3,20143,3,1,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,18012,State of Wisconsin Investment Board,55824,42850096.09,53745591.97,15079390,3900,2,75000000
6/30/2014,2014,2,20142,2,1,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,18012,State of Wisconsin Investment Board,55824,44730109.3,49284703.01,7185995,3900,2,75000000
3/31/2014,2014,1,20141,1,1,37454,Apollo European Principal Finance Fund II,Restructuring - Distressed Debt,Apollo Global Management,11/18/2013,2013,4,Europe,18012,State of Wisconsin Investment Board,55824,37585890.03,40237177.23,3604247,3900,2,75000000
3/31/2015,2015,1,20151,24,6,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,3812093,142610317,209842277,1123.633381,1.166666667,220758906
12/31/2014,2014,4,20144,23,5,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,3933912,142610317,209842277,1123.633381,1.166666667,220758906
9/30/2014,2014,3,20143,22,5,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,3864388,142610317,209446021,1123.633381,1.166666667,220758906
6/30/2014,2014,2,20142,21,5,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,3842616,142610317,209446021,1123.633381,1.166666667,220758906
3/31/2014,2014,1,20141,20,5,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,6087439,142610317,206944714,1123.633381,1.166666667,220758906
12/31/2013,2013,4,20134,19,4,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,5626770,142610317,206944714,1123.633381,1.166666667,220758906
9/30/2013,2013,3,20133,18,4,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,5031816,142610317,206944714,1123.633381,1.166666667,220758906
6/30/2013,2013,2,20132,17,4,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,6259086,142610317,205076745,1123.633381,1.166666667,220758906
3/31/2013,2013,1,20131,16,4,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,10231193,142610317,200870486,1123.633381,1.166666667,220758906
12/31/2012,2012,4,20124,15,3,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,20260474,142610316,189702989,1123.633381,1.166666667,220758906
9/30/2012,2012,3,20123,14,3,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,29832540,142610317,178965105,1123.633381,1.166666667,220758906
6/30/2012,2012,2,20122,13,3,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,28664009,142610316,178965105,1123.633381,1.166666667,220758906
3/31/2012,2012,1,20121,12,3,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,65321659,142610317,144800507,1123.633381,1.166666667,220758906
12/31/2011,2011,4,20114,11,2,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,71711364,142610317,131491918,1123.633381,1.166666667,220758906
9/30/2011,2011,3,20113,10,2,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,118290458,142610317,87693228,1123.633381,1.166666667,220758906
6/30/2011,2011,2,20112,9,2,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,200274774,142610317,31582380,1123.633381,1.166666667,220758906
3/31/2011,2011,1,20111,8,2,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,246913490,162718534,595791,1123.633381,1.166666667,220758906
12/31/2010,2010,4,20104,7,1,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,241572594,181976378,595791,1123.633381,1.166666667,220758906
9/30/2010,2010,3,20103,6,1,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,240800000,182000000,600000,1123.633381,1.166666667,220800000
6/30/2010,2010,2,20102,5,1,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,203100000,182000000,600000,1123.633381,1.166666667,220800000
3/31/2010,2010,1,20101,4,1,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,231701233,181976378,595791,1123.633381,1.166666667,220758906
12/31/2009,2009,4,20094,3,0,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,231034302,181976378,595791,1123.633381,1.166666667,220758906
9/30/2009,2009,3,20093,2,0,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,192666005,150739559,595791,1123.633381,1.166666667,220758906
6/30/2009,2009,2,20092,1,0,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,11994,California Public Employees Retirement System,16814,128928647,120959802,595791,1123.633381,1.166666667,220758906
12/31/2013,2013,4,20134,19,4,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,0,19381136.2,30966546,1123.633381,1.157894737,28090834.52
9/30/2013,2013,3,20133,18,4,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,599279.751,19375247.48,30475844,1123.633381,1.157894737,28090834.52
6/30/2013,2013,2,20132,17,4,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,764241.4913,19375247.48,30253762,1123.633381,1.157894737,28090834.52
3/31/2013,2013,1,20131,16,4,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,1396759.441,19375247.48,29608245,1123.633381,1.157894737,28090834.52
12/31/2012,2012,4,20124,15,3,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,3383313,34021742,33917406,1123.633381,1.157894737,39512500
6/30/2012,2012,2,20122,13,3,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,4330117.869,19375247.48,26213716,1123.633381,1.157894737,28090834.52
3/31/2012,2012,1,20121,12,3,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,11463093,25548349,25886617,1123.633381,1.157894737,39512500
12/31/2011,2011,4,20114,11,2,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,12569050,25548349,23508240,1123.633381,1.157894737,39512500
9/30/2011,2011,3,20113,10,2,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,20874349.1,25548349.31,15679664,1123.633381,1.157894737,39512500
6/30/2011,2011,2,20112,9,2,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,27568012.4,19375247.48,4374663,1123.633381,1.157894737,44397563.96
3/31/2011,2011,1,20111,8,2,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,34788631.08,22230790.93,91348,1123.633381,1.157894737,28090834.52
12/31/2010,2010,4,20104,7,1,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,42912600,32638710,115429,1123.633381,1.157894737,39512500
9/30/2010,2010,3,20103,6,1,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,42829969,34021742,1498461,1123.633381,1.157894737,39512500
6/30/2010,2010,2,20102,5,1,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,36158422,34021742,1498461,1123.633381,1.157894737,39512500
3/31/2010,2010,1,20101,4,1,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,41236469,34021742,1498461,1123.633381,1.157894737,39512500
12/31/2009,2009,4,20094,3,0,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,41118823,34021742,1498461,1123.633381,1.157894737,39512500
9/30/2009,2009,3,20093,2,0,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,34414596,28428117,1498461,1123.633381,1.157894737,39512500
6/30/2009,2009,2,20092,1,0,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17512,Teachers Retirement System of the State of Illinois,5574,23008820,23135617,1498461,1123.633381,1.157894737,39512500
12/31/2014,2014,4,20144,23,5,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17737,Pennsylvania Public School Employees Retirement System,16813,5619612.68,259698044.1,355848488,1123.633381,1.173913043,242000000
9/30/2014,2014,3,20143,22,5,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17737,Pennsylvania Public School Employees Retirement System,16813,5518994,259698044,355281324,1123.633381,1.173913043,252580000
6/30/2014,2014,2,20142,21,5,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17737,Pennsylvania Public School Employees Retirement System,16813,5488819.32,259698044.1,355281324,1123.633381,1.173913043,273800000
3/31/2014,2014,1,20141,20,5,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17737,Pennsylvania Public School Employees Retirement System,16813,8689666.51,259698044.1,351705292,1123.633381,1.173913043,275440000
12/31/2013,2013,4,20134,19,4,17543,Avenue Europe Special Situations Fund,Restructuring - Distressed Debt,Avenue Capital Group,3/1/2009,2009,1,Europe,17737,Pennsylvania Public School Employees Retirement System,16813,8043730,259698044,351705292,1123.633381,1.173913043,275780000
