Report Whole Date,Report Date YYYY,Report Date Q,Quarter Year Code Report Date,Quarters Since Close,Years Since Fund Close to Report Date,Fund ID,FundName,Fund Type,investor name,Fund Close Date,Fund Close YYYY,Fund Close Q,Global Region,LP beid,LP Name,FundLPID,Remaining Value,Contributed,Distributed,Fund Initial Amount,Consistency,Comitted
8/31/2002,2002,3,20023,26,6,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,9571565.9,22978649.47,21869517,636.869365,0.838709677,24141532.91
5/31/2002,2002,2,20022,25,6,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,9814824,22978649,21273397,636.869365,0.838709677,24032772
2/28/2002,2002,1,20021,24,6,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,8657386,22978649,21015362,636.869365,0.838709677,24004309
11/30/2001,2001,4,20014,23,5,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,10197328,22924334,19042225,636.869365,0.838709677,24008460
8/31/2001,2001,3,20013,22,5,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,11579925,22924334,18282822,636.869365,0.838709677,24031928
5/31/2001,2001,2,20012,21,5,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,11304735,22924334,18229902,636.869365,0.838709677,24031928
2/28/2001,2001,1,20011,20,5,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,11141342,22871013,18143389,636.869365,0.838709677,24026198
11/30/2000,2000,4,20004,19,4,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,14492979,22871013,14609531,636.869365,0.838709677,24009327
8/31/2000,2000,3,20003,18,4,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,14870026,22762286,14076254,636.869365,0.838709677,24027503
5/31/2000,2000,2,20002,17,4,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,16039482,22648623,13210614,636.869365,0.838709677,24075038
2/29/2000,2000,1,20001,16,4,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,15661874,22528766,13026419,636.869365,0.838709677,24148313
11/30/1999,1999,4,19994,15,3,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,18615471,22288931,9863618,636.869365,0.838709677,24163778
8/31/1999,1999,3,19993,14,3,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,20180281,22268931,9070196,636.869365,0.838709677,24161898
5/31/1999,1999,2,19992,13,3,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,25040834,22288931,4545647,636.869365,0.838709677,24173978
2/28/1999,1999,1,19991,12,3,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,22877972,21925406,3994888,636.869365,0.838709677,24171900
11/30/1998,1998,4,19984,11,2,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,22389311,21549288,3757548,636.869365,0.838709677,24231960
8/31/1998,1998,3,19983,10,2,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,22753126,21293208,3421417,636.869365,0.838709677,24272655
5/31/1998,1998,2,19982,9,2,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,23167365,21293208,2744654,636.869365,0.838709677,24191295
2/28/1998,1998,1,19981,8,2,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,20507621,20918021,2283377,636.869365,0.838709677,24212400
11/30/1997,1997,4,19974,7,1,12773,3i UK Investment Partners,Venture Capital,3i Group,1/1/1996,1996,1,Europe,17941,University of Texas Investment Management Company,15702,21930007,21763559,1988545,636.869365,0.838709677,24258956
